ID,353_B_glu_14,353_B_mal_2,353_C_glu_15,353_C_mal_3,535_A_glu_13,535_A_mal_1,570_A_glu_16,570_A_mal_4,570_B_glu_17,570_B_mal_5,570_C_glu_18,570_C_mal_6,580_A_glu_19,580_A_mal_7,580_B_glu_20,580_B_mal_8,580_C_glu_21,580_C_mal_9,584_A_glu_22,584_A_mal_10,584_B_glu_23,584_B_mal_11,584_C_glu_24,584_C_mal_12,,,,,,,
TIM54,tr|Q6C7Y0|Q6C7Y0_YARLI YALI0D24453p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24453g PE=4 SV=1,4,7.6,76.276,706,0,6.0625,0.000626563,0.000364649,0.000601452,0.000108074,0.000501945,0.000173548,0.000736134,0.000337852,0.00051549,0.000324358,0.000620697,0.001077418,0.000162741,0.000195444,0,0.000279997,0.000635396,0.000217222,0.000646032,0.000623484,0.000558703,0.000762115,0.000299644,0.000294681
YALI0D24321g,tr|Q6C7Y1|Q6C7Y1_YARLI YALI0D24431p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24431g PE=4 SV=1,32,72.8,54.109,497,0,323.31,0.317076058,0.262462904,0.333928204,0.25744661,0.320451122,0.249941119,0.358627829,0.336788529,0.386609333,0.310424857,0.393013659,0.350515313,0.316150778,0.299474879,0.332544933,0.382397448,0.3555534,0.333219175,0.350392932,0.361606719,0.323410486,0.311716894,0.324188955,0.378436603
YALI0D24299g,tr|Q6C7Y2|Q6C7Y2_YARLI YALI0D24409p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24409g PE=3 SV=1,41,83.6,64.636,590,0,323.31,0.270012157,0.248302075,0.278299141,0.236492766,0.283811286,0.249061206,0.279798055,0.239369249,0.271177788,0.242819979,0.266457453,0.227500131,0.276222686,0.220654286,0.281265919,0.243473292,0.277134323,0.230259124,0.2624954,0.212175458,0.278389795,0.228231323,0.252672109,0.218117001
YALI0D24233g,tr|Q6C7Y3|Q6C7Y3_YARLI Ribosomal protein L15 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24387g PE=3 SV=1,13,53.2,24.072,203,0,323.31,0.219301491,0.210576778,0.222405303,0.177269188,0.19836921,0.248304169,0.219839664,0.23076696,0.236834461,0.21104575,0.206261309,0.209277027,0.229220981,0.2248431,0.230170859,0.217309961,0.222444191,0.195822816,0.196569837,0.204095564,0.211364808,0.201428205,0.205660263,0.221413309
YALI0D24189g,sp|Q6C7Y5|TIM54_YARLI Mitochondrial import inner membrane translocase subunit TIM54 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=TIM54 PE=3 SV=1,13,31.3,63.624,572,0,95.711,0.005816627,0.006727548,0.007827181,0.005517153,0.01421143,0.007956506,0.013922066,0.013641434,0.013358151,0.006194939,0.014160894,0.0065593,0.004949829,0.013017272,0.00906041,0.008267265,0.007354572,0.005978718,0.012670667,0.006926204,0.012947863,0.015189383,0.006748495,0.016300533
YALI0D24167g,tr|Q6C7Y6|Q6C7Y6_YARLI YALI0D24321p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24321g PE=4 SV=1,3,10.3,41.02,368,1,-2,0.000483764,0.000736152,0,0.00030457,0.000274482,0.001089196,0.001291093,0,0.001334512,0.000599801,0.000742075,0.000529347,0.000895476,0.000933446,0.000988643,0.0003775,0.000485027,0,0.000996723,0.000699411,0.000554185,0,0.000506014,0.000641086
YALI0D24057g,tr|Q6C7Y7|Q6C7Y7_YARLI YALI0D24299p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24299g PE=3 SV=1,15,84.7,28.838,255,0,323.31,0.034338451,0.034433273,0.035398437,0.035027411,0.035958145,0.044436112,0.035194244,0.035141388,0.040626278,0.035088936,0.043470381,0.035101389,0.035106538,0.038878017,0.033301989,0.035935184,0.037265778,0.032849236,0.032691155,0.035441435,0.040648404,0.036958926,0.041773769,0.031587453
YALI0D24035g,tr|Q6C7Y9|Q6C7Y9_YARLI YALI0D24233p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24233g PE=3 SV=1,12,12.8,124.9,1145,0,82.653,0.005220108,0.008770291,0.008172438,0.009225075,0.007528989,0.006844896,0.008500624,0.006667415,0.011360173,0.008215521,0.010618597,0.006530858,0.007486449,0.004288167,0.009080062,0.008920098,0.004314728,0.008795832,0.007371982,0.006501844,0.009659405,0.007374438,0.005072804,0.01035338
YALI0D23969g,tr|Q6C7Z1|Q6C7Z1_YARLI YALI0D24189p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24189g PE=4 SV=1,1,1.5,151.95,1378,0.0099602,1.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YALI0D23947g,tr|Q6C7Z2|Q6C7Z2_YARLI YALI0D24167p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24167g PE=4 SV=1,4,14.7,36.636,320,0,16.817,0.006099435,0.002834423,0.005827218,0.007426545,0.007576312,0.023512239,0.007260498,0.00510979,0.004407502,0.006583459,0.005144081,0.023224773,0.005346533,0.0062204,0.008364208,0.004424512,0.00518445,0.005164235,0.005460562,0.004576146,0.005769354,0.006519374,0.005782767,0.0043872
YALI0D23925g,tr|Q6C7Z7|Q6C7Z7_YARLI YALI0D24057p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24057g PE=4 SV=1,2,17.8,30.085,264,0,25.948,3.68738E-05,0,0,0,0.000233248,0,0,0.000187872,0.000243045,7.07803E-05,0,0,0.000200737,0,0.000132906,0,0,8.35048E-05,6.41702E-05,0.000305299,3.66248E-05,0,0,5.4958E-05
YALI0D23903g,tr|Q6C7Z8|Q6C7Z8_YARLI YALI0D24035p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D24035g PE=4 SV=1,3,1.8,256.49,2293,0.00061576,2.553,5.91909E-05,3.77165E-05,0.000130438,5.26622E-05,0.000147993,0.000138742,2.13753E-05,0.000185212,0.000507299,3.32811E-05,0.000191316,0,0.000133295,0.000158782,0,0.000161245,0.00010555,0.000279615,0.000163447,0.000190164,2.24307E-05,3.56119E-05,0.000147786,0.000159671
YALI0D23881g,tr|Q6C7Z9|Q6C7Z9_YARLI DNA topoisomerase 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23969g PE=3 SV=1,16,12,171.83,1537,0,38.174,0.030218114,0.022900442,0.023548354,0.024074566,0.003410052,0.002078283,0.021450709,0.003622847,0.022609303,0.02076482,0.022871095,0.018257449,0.026752585,0.033762195,0.003653714,0.01530113,0.026756562,0.019915415,0.004963467,0.017408209,0.018664223,0.015158636,0.021175234,0.025066411
IMP4,tr|Q6C800|Q6C800_YARLI YALI0D23947p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23947g PE=4 SV=1,33,56.4,76.613,708,0,323.31,0.003678563,0.00438997,0.003630606,0.005293693,0.004510606,0.004547141,0.024411214,0.01477787,0.005549706,0.010669497,0.00597185,0.008427447,0.003101012,0.020965085,0.002685694,0.01422776,0.002342884,0.010760041,0.025640114,0.011227806,0.008180975,0.026358722,0.007936065,0.012335406
YALI0D23815g,tr|Q6C801|Q6C801_YARLI YALI0D23925p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23925g PE=4 SV=1,6,6.4,102.9,949,0,16.719,0.000387852,0.00053454,0.000184639,0.000382666,0.000302633,0.000503452,0.000331866,0.00028696,0.000331317,0.000567395,0.000250672,0.000391192,0.000432214,0.000540353,0.000663033,0.000406668,0.000194073,0.000222681,0.000253252,0.00027748,0.000464897,0.000166505,0.000566122,0.000262317
YALI0D23793g,tr|Q6C802|Q6C802_YARLI YALI0D23903p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23903g PE=4 SV=1,6,7.7,127.13,1139,0,7.2338,0.000722296,0.000916131,0.00070849,0.000787322,0.001429619,0.000673139,0.000660868,0.000820765,0.000720621,0.001030993,0.000809687,0.000676172,0.000583551,0.000833928,0.000682763,0.000789555,0.001105504,0.001185886,0.001380642,0.000604985,0.001277283,0.000753833,0.001432835,0.000503278
YALI0D23727g,tr|Q6C803|Q6C803_YARLI YALI0D23881p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23881g PE=4 SV=1,7,7.6,107.76,964,0,6.6531,0.001528734,0.00132272,0.001326518,0.0016191,0.001484353,0.00092104,0.001319413,0.001193802,0.001068852,0.001293593,0.001515552,0.001675889,0.001216109,0.001176584,0.001182788,0.001929623,0.00110013,0.001879022,0.001506367,0.001398313,0.001046284,0.001439369,0.001403801,0.001019675
YALI0D23705g,sp|Q6C804|IMP4_YARLI U3 small nucleolar ribonucleoprotein protein IMP4 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=IMP4 PE=3 SV=1,2,7.1,32.224,283,0,4.1885,0.001169569,0.001018302,0.001264577,0.000976506,0.001616808,0.000821876,0.001003773,0.000825813,0.000731012,0.000713566,0.001157077,0.000900135,0.00116422,0.000900609,0.000787266,0.000859164,0.000985737,0.000933349,0.000978457,0.000800242,0.001162594,0.000927916,0.001095191,0.00114142
YALI0D23683g,tr|Q6C806|Q6C806_YARLI Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23815g PE=3 SV=1,25,60.5,49.526,466,0,323.31,0.05087412,0.108543264,0.05335358,0.112483962,0.05776001,0.087917712,0.046663972,0.07859394,0.039380701,0.057242122,0.041575785,0.065716952,0.055534564,0.072034056,0.050090482,0.062714505,0.055319852,0.057342644,0.039342915,0.044263124,0.050505184,0.060656425,0.045118669,0.044667598
YALI0D23617g,tr|Q6C807|Q6C807_YARLI YALI0D23793p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23793g PE=4 SV=1,11,35.3,34.534,300,0,17.002,0.001030271,0.000618416,0.000332612,0.000431661,0.001412992,0.000142943,0.000531081,0.000493475,0.000214709,0.000608085,0.000607408,0.001361598,0.000910558,0.001028492,2.30128E-05,0.000144999,0.000307905,0.000516192,0.000226454,0.000610305,0.000274727,0.000942388,0.000854508,0.010136086
YALI0D23595g,tr|Q6C810|Q6C810_YARLI YALI0D23727p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23727g PE=4 SV=2,2,4,84.975,805,0,7.3605,0,0.00053388,0.000762864,0.000733551,0.000725101,0.00011089,0.000508146,0.0003969,0.000453934,0.000577815,0.000466509,0.000312907,0.000574468,0.000437989,0.000171165,0.000343642,0.000726885,0.000607191,0.000740796,0.000474828,0.000601939,0.000422009,0.00050746,0.000566239
YALI0D23573g,tr|Q6C811|Q6C811_YARLI Protein transport protein SEC23 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23705g PE=3 SV=1,9,19.2,82.268,750,0,64.598,0.004537145,0.00308443,0.00292029,0.003181877,0.004114447,0.003511397,0.003107301,0.002995229,0.003547121,0.003078519,0.003445427,0.00172694,0.003162105,0.003271521,0.004079453,0.002315137,0.003867134,0.003762423,0.002901885,0.005234498,0.003971645,0.003554681,0.002429219,0.003800389
RSA3,tr|Q6C812|Q6C812_YARLI Acetyltransferase component of pyruvate dehydrogenase complex OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23683g PE=3 SV=1,26,74.3,45.741,436,0,323.31,0.146017977,0.145662973,0.135281701,0.142483004,0.130577347,0.147456681,0.147282431,0.152042017,0.136846776,0.141359853,0.148672348,0.155523294,0.145810966,0.148182052,0.160285006,0.141396923,0.147762925,0.13973379,0.144330988,0.127361192,0.139567985,0.145008269,0.1505727,0.134353956
YALI0D23463g,tr|Q6C815|Q6C815_YARLI YALI0D23617p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23617g PE=4 SV=2,8,35.7,33.103,300,0,241.29,0.007921127,0.00666507,0.008141151,0.006723255,0.00732158,0.006253117,0.009618289,0.008211472,0.00818592,0.006993362,0.008371729,0.008283437,0.008904928,0.008888147,0.009216661,0.007209891,0.00937643,0.007928625,0.009859156,0.005891461,0.008074964,0.006366712,0.00695005,0.004962456
YALI0D23441g,tr|Q6C816|Q6C816_YARLI YALI0D23595p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23595g PE=3 SV=1,27,67,51.341,449,0,323.31,0.039376956,0.032278809,0.03474609,0.032978204,0.032033645,0.034445856,0.035789147,0.040002903,0.041120905,0.03770556,0.042257157,0.037145277,0.033914199,0.03708565,0.035063639,0.0376421,0.038346319,0.041141531,0.042618919,0.038550058,0.036104446,0.039754006,0.035107608,0.034274293
YALI0D23397g,tr|Q6C817|Q6C817_YARLI YALI0D23573p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23573g PE=4 SV=1,8,36.1,40.447,371,0,39.728,0.002792117,0.002011464,0.00226566,0.002339713,0.002571543,0.00240167,0.002561473,0.002270405,0.001735741,0.002991918,0.002310636,0.002276754,0.002170859,0.002935111,0.001655856,0.002303506,0.002981098,0.00256593,0.002874651,0.00181417,0.0018192,0.002113191,0.001996825,0.001268176
YALI0D23353g,sp|Q6C818|RSA3_YARLI Ribosome assembly protein 3 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RSA3 PE=3 SV=1,2,20.8,17.672,159,0,5.9396,0.000511944,0.000507009,0.000755838,0.000598553,0.000915029,0.000505736,0.000469648,0.00047563,0.00066401,0.000583421,0.000902466,0.000702259,0.000897016,0.000497295,0.000785993,0.000394713,0.000805227,0.00058506,0.000689995,0.000415647,0.000633457,0.000496474,0.00088767,0.000568687
YALI0D23331g,tr|Q6C820|Q6C820_YARLI YALI0D23463p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23463g PE=4 SV=1,33,23,206.44,1861,0,177.23,0.008091442,0.006907838,0.009162607,0.006645002,0.008104697,0.007108668,0.009503358,0.00727856,0.010975666,0.008657419,0.010798281,0.008128877,0.010033901,0.00754532,0.011689579,0.007859805,0.008684501,0.00904226,0.009298136,0.008847582,0.009084876,0.00845211,0.011943353,0.006612143
YALI0D23309g,tr|Q6C821|Q6C821_YARLI YALI0D23441p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23441g PE=4 SV=1,2,16.8,19.43,173,0,3.5084,0.001561956,0.001277452,0.001633527,0.001034175,0.000853567,0.001666798,0.001922451,0.001382643,0.000169594,0.001306708,0.001751675,0.000804113,0,0.000905769,0.001022211,0.000725519,0.000531824,0.000414334,0,0.000297469,0,0.001165205,0.000519381,0.000289645
YALI0D23287g,"tr|Q6C823|Q6C823_YARLI Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23397g PE=3 SV=1",23,58.6,30.659,268,0,285.07,0.051721962,0.080429862,0.059258325,0.087775831,0.063489893,0.089457771,0.057067457,0.101592261,0.048394646,0.095189131,0.056967849,0.086627271,0.056440628,0.098519678,0.058581327,0.096421084,0.059634215,0.099057012,0.053998328,0.096057651,0.055802807,0.097944372,0.059647003,0.121298948
YALI0D23265g,tr|Q6C825|Q6C825_YARLI Golgi SNAP receptor complex member 1 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23353g PE=3 SV=1,6,37.4,24.709,219,0,51.822,0.001049656,0.001124062,0.000985842,0.000954918,0.000661564,0.001136213,0.000956188,0.00074639,0.000914563,0.001657227,0.000789547,0.001184933,0.000870704,0.000958477,0.001037024,0.00142508,0.001048073,0.001549888,0.001098017,0.000951795,0.001451804,0.00125174,0.001060109,0.001046465
YALI0D23243g,tr|Q6C826|Q6C826_YARLI Protoporphyrinogen oxidase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23331g PE=3 SV=1,8,25.6,58.402,527,0,14.656,0.001141278,0.00070604,0.000795706,0.000661081,0.000912172,0.00053681,0.001281089,0.000763172,0.000810053,0.000785605,0.000988583,0.000533919,0.00100136,0.000854642,0.000821166,0.000804191,0.00104707,0.00075489,0.000863784,0.001194935,0.0007667,0.00092291,0.000232501,0.000719894
YALI0D23155g,tr|Q6C827|Q6C827_YARLI Aminopeptidase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23309g PE=3 SV=2,17,27.7,95.782,857,0,74.055,0.004611296,0.001587588,0.006317481,0.001550252,0.003779608,0.001921717,0.004023767,0.002831192,0.004324338,0.002676015,0.005144712,0.002449591,0.005048521,0.001509393,0.004956577,0.002529776,0.005129971,0.003223547,0.005040398,0.002799003,0.005171316,0.002631307,0.004287643,0.003584293
DBP7,tr|Q6C828|Q6C828_YARLI YALI0D23287p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23287g PE=4 SV=1,22,15.5,187.45,1660,0,65.652,0.003440015,0.002787542,0.003450883,0.003812293,0.003618994,0.001880594,0.003287915,0.003211846,0.004776827,0.002530816,0.005320181,0.00390671,0.00284828,0.00342429,0.004539018,0.004281015,0.002074346,0.004306939,0.002751833,0.002759728,0.003982017,0.003374836,0.003015877,0.002803244
YALI0D23067g,tr|Q6C829|Q6C829_YARLI Cation-transporting ATPase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23265g PE=3 SV=1,10,8,162.74,1458,0,12.789,0.000487917,0.001232765,0.000680339,0.000776237,0.000518979,0.001248933,0.000442472,5.83546E-05,0.000588997,0.000358818,0.000217686,0.001174947,0.000680992,0.000624244,0.000580697,0.000712678,0.000398204,0.000515729,0.000453018,0.000338167,0.000579225,0.000216144,0.000791291,0.00040521
YALI0D23001g,sp|Q6C830|EIF3K_YARLI Eukaryotic translation initiation factor 3 subunit K OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0D23243g PE=3 SV=1,8,54.3,26.527,234,0,99.373,0.013184833,0.007265863,0.014367821,0.010541013,0.017900095,0.009925548,0.018355811,0.011905356,0.011332264,0.013639738,0.016903557,0.007494419,0.01784984,0.014042944,0.021537128,0.011616947,0.011665105,0.010513278,0.017295398,0.012944761,0.013703127,0.012646457,0.009303894,0.010858102
YALI0D22891g,tr|Q6C834|Q6C834_YARLI YALI0D23155p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23155g PE=4 SV=1,6,40.4,21.425,183,0,19.298,0.004310888,0.002497846,0.006279961,0.002108568,0.003159187,0.003083149,0.002927317,0.004171854,0.005033308,0.003407365,0.003426089,0.002493826,0.004239441,0.003289556,0.002786651,0.00476439,0.005188327,0.00398391,0.004786589,0.003680846,0.003927851,0.003116027,0.00414749,0.002613607
ARG8,sp|Q6C835|DBP7_YARLI ATP-dependent RNA helicase DBP7 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=DBP7 PE=3 SV=1,10,17.3,89.656,799,0,23.56,0.001969458,0.000749273,0.002207663,0.000678205,0.002162932,0.001687644,0.001393075,0.000971388,0.001438448,0.001217122,0.001345518,0.001136718,0.001510433,0.000914227,0.001150876,0.00141967,0.001581027,0.001347547,0.001756974,0.000780184,0.0018487,0.000868174,0.001388931,0.001530549
YALI0D22825g,tr|Q6C836|Q6C836_YARLI YALI0D23067p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23067g PE=4 SV=1,9,23.8,51.37,454,0,38.289,0.003157033,0.00230582,0.00283476,0.002988158,0.002069038,0.00403088,0.003331423,0.004509458,0.004928272,0.003659662,0.003745759,0.00401189,0.002708806,0.002708377,0.001382003,0.004061717,0.002870184,0.003791331,0.004418822,0.005497019,0.004005272,0.004433678,0.00370981,0.004891394
YALI0D22803g,tr|Q6C839|Q6C839_YARLI YALI0D23001p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D23001g PE=4 SV=1,6,6.9,98.466,890,0,8.84,0.000659294,0.000321406,0.000659118,0.000280699,0.000519245,0.000247832,0.000593596,0.000327271,0.001136908,0.000379169,0.002873982,0.000634708,0.000503986,0.000630431,0.002416496,0.00195992,0.000513554,0.000567148,0.00060001,0.001707516,0.000512845,0.000501791,0.000315064,0.000849317
YALI0D22748g,tr|Q6C844|Q6C844_YARLI YALI0D22891p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22891g PE=4 SV=1,26,82.3,48.582,447,0,323.31,0.155529855,0.163911063,0.133122654,0.142953275,0.15353231,0.157003515,0.145283212,0.15210292,0.152581727,0.154481286,0.129395146,0.142313426,0.164341848,0.146686929,0.158842467,0.148600043,0.172811113,0.148132067,0.141530904,0.136618487,0.152131631,0.133217327,0.150515737,0.137156162
YALI0D22682g,"sp|Q6C846|ARGD_YARLI Acetylornithine aminotransferase, mitochondrial OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=ARG8 PE=3 SV=1",25,74.7,44.432,411,0,323.31,0.027323413,0.061732315,0.027908179,0.051244251,0.033444697,0.048198897,0.031297097,0.026982241,0.034168845,0.027349877,0.028937534,0.029342324,0.033405025,0.018626934,0.030736371,0.028791058,0.03017461,0.02948593,0.031206224,0.022369389,0.032244977,0.027047608,0.031835133,0.022758296
YALI0D22660g,tr|Q6C847|Q6C847_YARLI YALI0D22825p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22825g PE=4 SV=1,2,2.1,134.06,1232,0,3.547,0,0,0,1.39971E-05,0.000208669,0,0.000205369,0,0,0,0.000166915,0,0.000250037,0,0.000205859,7.0236E-05,6.90261E-06,8.03371E-05,9.81257E-06,0.000137775,0.000259269,0.00016321,1.27291E-05,0.000162418
YALI0D22594g,tr|Q6C848|Q6C848_YARLI YALI0D22803p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22803g PE=4 SV=1,26,49.3,67.849,604,0,323.31,0.035930516,0.036168671,0.043647653,0.033039241,0.043206218,0.038317255,0.04215044,0.03247992,0.043192305,0.037161982,0.040206079,0.037451381,0.04471044,0.034616224,0.039475904,0.045154477,0.038861303,0.036742427,0.035698899,0.035705061,0.036445024,0.035430537,0.039569588,0.033450964
NIP1,tr|Q6C849|Q6C849_YARLI YALI0D22748p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22748g PE=4 SV=2,12,46.9,50.74,465,0,38.261,0.002405343,0.002873296,0.002563052,0.001893025,0.00300585,0.002287397,0.003277692,0.002118911,0.002363213,0.001859423,0.004130004,0.002222826,0.003161086,0.002400343,0.003034105,0.002438595,0.002382254,0.00313528,0.002865718,0.003206653,0.002699207,0.003296121,0.002643757,0.001609165
YALI0D22520g,tr|Q6C850|Q6C850_YARLI YALI0D22682p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22682g PE=4 SV=1,3,4.6,106.9,945,0.0046539,1.526,0.000715613,0.000881123,2.09616E-05,0.001209393,0.000453631,0.000922455,2.85471E-05,0.000906363,1.83302E-05,0,3.51325E-05,0.000749214,2.05002E-05,0.000867206,0,1.68112E-05,0.000954323,0.000143839,0.000910181,1.16261E-05,0.000200654,2.86016E-05,0.000443434,0
YALI0D22484g,tr|Q6C851|Q6C851_YARLI YALI0D22660p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22660g PE=4 SV=1,6,11.2,64.748,573,0,22.898,0.00726442,0.002297071,0.007520492,0.004254628,0.006326121,0.003803701,0.007645225,0.007368954,0.006792969,0.006573102,0.008766604,0.004434667,0.009836903,0.00855502,0.010598366,0.004492556,0.006055553,0.005537544,0.007919304,0.00600375,0.009094393,0.005708595,0.007943195,0.005014981
YALI0D22440g,tr|Q6C854|Q6C854_YARLI YALI0D22594p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22594g PE=3 SV=2,7,15.3,50.861,471,0,36.4,0.010500282,0.009409714,0.010472046,0.007979799,0.010470976,0.006001286,0.012656247,0.006684478,0.012385875,0.0081554,0.013842569,0.009431278,0.012515452,0.008683452,0.014818465,0.010331579,0.010871632,0.013617606,0.013660369,0.012065358,0.012961599,0.008837739,0.009702591,0.007701054
YALI0D22418g,sp|Q6C855|EIF3C_YARLI Eukaryotic translation initiation factor 3 subunit C OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=NIP1 PE=3 SV=1,43,62,92.692,826,0,323.31,0.038867311,0.036439801,0.041262952,0.033177207,0.038427442,0.034822268,0.036811936,0.034663472,0.034048922,0.037832254,0.040393122,0.033515386,0.037017297,0.029447188,0.039757823,0.039531654,0.033495735,0.037440459,0.036390326,0.034189636,0.041887957,0.034334176,0.039781535,0.041292831
YALI0D22396g,tr|Q6C857|Q6C857_YARLI YALI0D22520p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22520g PE=4 SV=1,4,2.2,227.94,2031,0,10.767,0.001322996,0.001667306,0.000936612,0.001426797,0.001025536,0.001977997,0.001033405,0.00186482,0.00148811,0.002088954,0.001235962,0.002172168,0.00138468,0.002060777,0.00138151,0.003104071,0.001219215,0.002965177,0.001381191,0.001976884,4.68101E-05,0.001626382,0.001194035,0.000169467
YALI0D22352g,tr|Q6C859|Q6C859_YARLI Serine hydroxymethyltransferase OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22484g PE=3 SV=1,29,75.5,53.001,481,0,196.33,0.07648918,0.091317431,0.092073045,0.094318269,0.068426628,0.097361188,0.079195026,0.074756394,0.073126782,0.068050798,0.08425623,0.079448322,0.075697723,0.069175589,0.077909895,0.066457318,0.073107408,0.057124328,0.061603265,0.051840191,0.069221293,0.064771077,0.070106316,0.057282146
YALI0D22286g,tr|Q6C861|Q6C861_YARLI YALI0D22440p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22440g PE=4 SV=1,19,8.9,287.06,2526,0,40.006,0.001801285,0.002642852,0.002659671,0.003161171,0.0030664,0.002077527,0.002478269,0.002119917,0.002565111,0.00308151,0.002966195,0.002541117,0.003552507,0.003065991,0.003194301,0.003161657,0.003211405,0.002402267,0.002680672,0.002813521,0.00202818,0.001611944,0.001657057,0.002363357
YALI0D22264g,tr|Q6C862|Q6C862_YARLI YALI0D22418p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22418g PE=4 SV=1,6,18.4,42.435,374,0,4.0006,0.001135691,0.000721763,0.001065284,0.000741048,0.001381569,0.000814247,0.000839878,0.000508697,0.000952367,0.000608906,0.00144959,0.000803129,0.000932817,0.000337308,0.001307533,0.00072257,0.000946891,0.001094286,0.000627985,0.000970472,0.000881259,0.000659237,0.000700296,0.000250451
ETT1,tr|Q6C863|Q6C863_YARLI YALI0D22396p OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=YALI0_D22396g PE=4 SV=1,1,2.3,97.611,979,0,10.751,0,0,0,0,0.000990611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000701801,0,0,0,0.000862982,0
