"yarrowiacyc"	"Row Labels"	"Description"	"UniProt"	"CLB22 Gene Name"	"CLB22 GO (biological process)"	"CLB22 GO (cellular component)"	"CLB22 GO (molecular function)"	"WT_A"	"WT_B"	"WT_C"	"WT_D"	"F174_A"	"F174_B"	"F174_D"	"F174_E"	"UVF4_A"	"UVF4_B"	"UVF4_C"	"UVF4_D"	"UVF4_E"	"p"	"q"	"nWT"	"nF174"	"nUVF4"	"log2FoldChange(F174/WT)"	"log2FoldChange(UVF4/WT)"	"log2FoldChange(UVF4/F174)"	"PresentOnlyWT"	"PresentOnlyF174"	"PresentOnlyUVF4"	"AbsentOnlyWT"	"AbsentOnlyF174"	"AbsentOnlyUVF4"	"Pass pq"	"Pass FoldChange"	"PassUniquePresence"	"PassUniqueAbsence"	"PassOverall"	"pq WT vs F174"	"Similarity_Yarlip1.to.yarrowiacyc"	"Similarity_yarrowiacyc.to.Yarlip1"
G1FV3-30545-MONOMER	"jgi|Yarlip1|127539|fgenesh1_kg.8_#_177_#_TRINITY_DN5003_c1_g1_i1"	"jgi|Yarlip1|127539|fgenesh1_kg.8_#_177_#_TRINITY_DN5003_c1_g1_i1"	"Q6CHZ7"	"Arp2/3 complex 34 kDa subunit"	"actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; microtubule cytoskeleton organization [GO:0000226]; receptor-mediated endocytosis [GO:0006898]"	"actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; cytosol [GO:0005829]"	"actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]"	"34.62529818801922"	"33.96263830406006"	"34.534509796028196"	"34.3105911604345"	"34.17728823350792"	"33.96850703684039"	"34.17243844276621"	"34.26594375324342"	"34.01576075757361"	"34.34686351879336"	"34.14464430244641"	"33.71918305054992"	"33.64600610078611"	"0.130533277997228"	"0.27808930572411"	"4"	"4"	"5"	"-0.21221499554601309"	"-0.3837678161056175"	"-0.1715528205596044"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30559-MONOMER	"jgi|Yarlip1|127548|fgenesh1_kg.8_#_186_#_TRINITY_DN1818_c0_g1_i1"	"jgi|Yarlip1|127548|fgenesh1_kg.8_#_186_#_TRINITY_DN1818_c0_g1_i1"	"Q6CHY8"	"YALI0A03399p"	"0"	"0"	"0"								"21.259140973139917"								"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.85"	"99.85"
G1FV3-27764-MONOMER	"jgi|Yarlip1|115014|estExt_Genewise1Plus.C_7_t10251"	"jgi|Yarlip1|115014|estExt_Genewise1Plus.C_7_t10251"	"Q6C8Y4"	"YALI0D15840p"	"0"	"0"	"0"	"31.90922343031023"	"29.52739853882292"	"30.021958912637583"	"31.761246120396454"	"29.543596631651717"	"32.19303856189897"	"29.171200510478492"	"30.8286138184629"	"30.036898312810298"	"33.06341395746644"	"29.60054039625551"	"33.04011576405152"	"33.11243809984782"	"0.417697501097537"	"0.418302198365082"	"4"	"4"	"5"	"-0.3708443699187747"	"0.9657245555445222"	"1.3365689254632969"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"99.91"	"99.91"
G1FV3-30563-MONOMER	"jgi|Yarlip1|127553|fgenesh1_kg.8_#_191_#_TRINITY_DN2925_c0_g2_i1"	"jgi|Yarlip1|127553|fgenesh1_kg.8_#_191_#_TRINITY_DN2925_c0_g2_i1"	"Q6CHY5"	"YALI0A03509p"	"0"	"0"	"RNA binding [GO:0003723]"	"34.17948199388021"	"33.674975610924044"	"34.21681833188732"	"33.64577973669944"	"34.075607368571575"	"34.1319847653415"	"34.52994726783915"	"33.82261260684002"	"33.27167694844296"	"34.14889032976959"	"34.15659317195595"	"33.092831643392415"	"33.5563974881946"	"0.209832756936384"	"0.327687176617641"	"4"	"4"	"5"	"0.2107740838003096"	"-0.28398600199664514"	"-0.49476008579695474"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30564-MONOMER	"jgi|Yarlip1|127555|fgenesh1_kg.8_#_193_#_TRINITY_DN3852_c0_g1_i1"	"jgi|Yarlip1|127555|fgenesh1_kg.8_#_193_#_TRINITY_DN3852_c0_g1_i1"	"Q6CHY4"	"YALI0A03531p"	"chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]"	"0"	"0"								"28.555413488657624"								"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30567-MONOMER	"jgi|Yarlip1|127559|fgenesh1_kg.8_#_197_#_TRINITY_DN3401_c0_g1_i1"	"jgi|Yarlip1|127559|fgenesh1_kg.8_#_197_#_TRINITY_DN3401_c0_g1_i1"	"Q6CHY1"	"1,3-beta-glucanosyltransferase (EC 2.4.1.-)"	"fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process [GO:0071970]; fungal-type cell wall organization [GO:0031505]"	"anchored component of external side of plasma membrane [GO:0031362]; fungal-type cell wall [GO:0009277]"	"1,3-beta-glucanosyltransferase activity [GO:0042124]"	"34.62859530133134"	"36.56090045548772"	"37.055972866962954"	"35.264107287376916"	"35.316685775968466"	"35.37603544407527"	"36.90508640586593"	"36.77853168093345"	"35.25807087756213"	"35.58793393361257"	"34.987117460161045"	"35.31882672606343"	"35.27133334103453"	"0.317114728872677"	"0.381852445322399"	"4"	"4"	"5"	"0.21669084892103996"	"-0.5927375101029924"	"-0.8094283590240323"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30568-MONOMER	"jgi|Yarlip1|127561|fgenesh1_kg.8_#_199_#_TRINITY_DN11786_c0_g1_i1"	"jgi|Yarlip1|127561|fgenesh1_kg.8_#_199_#_TRINITY_DN11786_c0_g1_i1"	"Q6CHX9"	"YALI0A03641p"	"0"	"0"	"0"		"29.85357310171508"		"30.034200458179143"	"30.187659289411176"	"29.58631199050811"	"29.525071741748285"	"28.80814690586135"	"30.109610898188997"	"29.086057605137878"	"30.070096370746448"		"29.378279705853497"			"2"	"4"	"4"	"-0.4170892980648837"	"-0.2828756349654107"	"0.13421366309947302"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30569-MONOMER	"jgi|Yarlip1|127562|fgenesh1_kg.8_#_200_#_TRINITY_DN2996_c0_g1_i1"	"jgi|Yarlip1|127562|fgenesh1_kg.8_#_200_#_TRINITY_DN2996_c0_g1_i1"	"Q6CHX8"	"YALI0A03663p"	"0"	"integral component of membrane [GO:0016021]"	"0"			"30.760736314966618"			"30.45248184778657"						"29.862542394887083"	"31.273587662484005"			"1"	"1"	"2"	"-0.3082544671800491"	"-0.19267128628107244"	"0.11558318089897668"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30576-MONOMER	"jgi|Yarlip1|127573|fgenesh1_kg.8_#_211_#_TRINITY_DN9515_c0_g1_i1"	"jgi|Yarlip1|127573|fgenesh1_kg.8_#_211_#_TRINITY_DN9515_c0_g1_i1"	"Q6CHX3"	"YALI0A03839p"	"0"	"0"	"GTPase activity [GO:0003924]; GTP binding [GO:0005525]"	"35.79565598002802"	"36.25641462284234"	"36.39639044604435"	"36.18971489088746"	"36.56397205670619"	"35.99736249521802"	"36.32348222385968"	"36.22580037850009"	"36.10197648203734"	"36.09497649190947"	"35.145033379677436"	"35.61409248912551"	"36.15126291348014"	"0.153161900859188"	"0.293294395436756"	"4"	"4"	"5"	"0.11811030362044761"	"-0.3380756337045696"	"-0.4561859373250172"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30577-MONOMER	"jgi|Yarlip1|127574|fgenesh1_kg.8_#_212_#_TRINITY_DN7770_c0_g1_i1"	"jgi|Yarlip1|127574|fgenesh1_kg.8_#_212_#_TRINITY_DN7770_c0_g1_i1"	"Q6CHX2"	"Histone acetyltransferase (EC 2.3.1.48)"	"regulation of transcription, DNA-templated [GO:0006355]"	"nucleus [GO:0005634]"	"histone acetyltransferase activity [GO:0004402]"				"25.26756624671319"					"24.4234857840086"				"32.68522407848448"			"1"	"0"	"2"		"3.2867886845333523"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.68"	"99.68"
G1FV3-30578-MONOMER	"jgi|Yarlip1|127575|fgenesh1_kg.8_#_213_#_TRINITY_DN933_c0_g1_i1"	"jgi|Yarlip1|127575|fgenesh1_kg.8_#_213_#_TRINITY_DN933_c0_g1_i1"	"Q6CHX1"	"YALI0A03883p"	"chromatin organization [GO:0006325]; nuclear pore distribution [GO:0031081]; protein import into nucleus [GO:0006606]; regulation of transcription, DNA-templated [GO:0006355]; RNA export from nucleus [GO:0006405]; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]"	"membrane [GO:0016020]; nuclear pore outer ring [GO:0031080]"	"structural constituent of nuclear pore [GO:0017056]"	"28.714730525482818"		"32.2788031928567"	"31.430806563178518"	"29.498478834588088"	"31.628927134587737"	"30.405358524424532"	"31.238769378464987"	"31.72432389370494"	"31.51210980574187"	"31.343497899423312"	"31.14497661018251"	"27.80771712118805"	"0.994149874187241"	"0.588847994225092"	"3"	"4"	"5"	"-0.11522995915634837"	"-0.10158836112454495"	"0.013641598031803426"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30597-MONOMER	"jgi|Yarlip1|127591|fgenesh1_kg.8_#_229_#_TRINITY_DN8352_c0_g1_i1"	"jgi|Yarlip1|127591|fgenesh1_kg.8_#_229_#_TRINITY_DN8352_c0_g1_i1"	"Q6CHW0"	"YALI0A04345p"	"histone modification [GO:0016570]; negative regulation of DNA recombination [GO:0045910]; positive regulation of histone H3-K36 trimethylation [GO:2001255]; positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues [GO:2001165]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of transcription elongation from RNA polymerase I promoter [GO:2001209]; recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402]; regulation of histone H2B conserved C-terminal lysine ubiquitination [GO:2001173]; regulation of transcription-coupled nucleotide-excision repair [GO:0090262]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription elongation from RNA polymerase I promoter [GO:0006362]"	"Cdc73/Paf1 complex [GO:0016593]; transcriptionally active chromatin [GO:0035327]"	"chromatin binding [GO:0003682]; RNA polymerase II core binding [GO:0000993]; RNA polymerase II C-terminal domain phosphoserine binding [GO:1990269]; transcription factor activity, RNA polymerase II transcription factor binding [GO:0001076]"	"27.994078885959137"	"31.048893489557877"	"32.582492404064524"	"32.61503826902413"	"31.343945232363154"	"31.195313111633457"	"32.29159258889605"	"32.16151212331219"	"32.204472696854985"	"31.487902180020253"	"32.08837849985954"	"31.919070641970436"	"31.424335583913315"	"0.632940875922293"	"0.492872984223957"	"4"	"4"	"5"	"0.6879650018997978"	"0.7647061583722845"	"0.0767411564724867"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30601-MONOMER	"jgi|Yarlip1|127594|fgenesh1_kg.8_#_232_#_TRINITY_DN5355_c0_g1_i1"	"jgi|Yarlip1|127594|fgenesh1_kg.8_#_232_#_TRINITY_DN5355_c0_g1_i1"	"Q6CHV8"	"YALI0A04455p"	"0"	"0"	"0"					"29.474329617112403"											"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30608-MONOMER	"jgi|Yarlip1|127596|fgenesh1_kg.8_#_234_#_TRINITY_DN8129_c0_g1_i1"	"jgi|Yarlip1|127596|fgenesh1_kg.8_#_234_#_TRINITY_DN8129_c0_g1_i1"	"Q6CHV5"	"YALI0A04587p"	"0"	"0"	"0"		"29.384118704958162"	"29.278082302489807"		"29.393641343610813"	"29.430816530706668"		"30.01118668294554"	"31.67859085137683"	"29.6042237341109"		"29.09760608557995"	"27.8240203134481"			"2"	"3"	"4"	"0.28078101536369005"	"0.22000974240496163"	"-0.06077127295872842"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28014-MONOMER	"jgi|Yarlip1|123961|fgenesh1_kg.3_#_493_#_TRINITY_DN10836_c0_g1_i1"	"jgi|Yarlip1|123961|fgenesh1_kg.3_#_493_#_TRINITY_DN10836_c0_g1_i1"	"Q6C8A4"	"Vacuolar protein sorting-associated protein 17"	"endocytosis [GO:0006897]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle organization [GO:0016050]"	"cytosol [GO:0005829]; endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; retromer complex [GO:0030904]"	"phosphatidylinositol binding [GO:0035091]"	"33.033382929023276"	"32.35971410161876"	"31.721680806437217"	"30.62164426253542"	"31.369439214449585"	"31.358721105103967"	"31.387872155491152"	"32.130727322688266"	"31.136285198364618"	"31.406718320195942"	"30.64824383966628"	"30.008080901378648"	"30.153754876646286"	"0.0589934660769239"	"0.211452742891363"	"4"	"4"	"5"	"-0.37241557547042703"	"-1.2634888976533176"	"-0.8910733221828906"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30611-MONOMER	"jgi|Yarlip1|127598|fgenesh1_kg.8_#_236_#_TRINITY_DN6677_c0_g1_i1"	"jgi|Yarlip1|127598|fgenesh1_kg.8_#_236_#_TRINITY_DN6677_c0_g1_i1"	"Q6CHV2"	"YALI0A04653p"	"0"	"0"	"0"				"27.060542404203975"												"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-26946-MONOMER	"jgi|Yarlip1|122406|fgenesh1_kg.2_#_80_#_TRINITY_DN2780_c0_g1_i2"	"jgi|Yarlip1|122406|fgenesh1_kg.2_#_80_#_TRINITY_DN2780_c0_g1_i2"	"B5RSM3"	"YALI0F29678p"	"0"	"mitochondrial large ribosomal subunit [GO:0005762]"	"structural constituent of ribosome [GO:0003735]"	"33.44577714790276"	"32.8654270126385"	"33.042338954067404"	"33.12367425287928"	"32.92034200183136"	"32.706407094011986"	"32.61781520186075"	"32.73697369076422"	"32.86236318488202"	"32.777170738406866"	"29.431773092914856"	"32.68041761202608"	"32.38936239409558"	"0.251111094609362"	"0.352499190764284"	"4"	"4"	"5"	"-0.3739198447549015"	"-1.0910869374068994"	"-0.717167092651998"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30622-MONOMER	"jgi|Yarlip1|127611|fgenesh1_kg.8_#_249_#_TRINITY_DN7763_c0_g1_i1"	"jgi|Yarlip1|127611|fgenesh1_kg.8_#_249_#_TRINITY_DN7763_c0_g1_i1"	"Q6CHU4"	"YALI0A04917p"	"0"	"fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]"	"iron ion transmembrane transporter activity [GO:0005381]"	"30.685729531697767"		"31.802164471512175"	"30.675136550919053"	"32.21110370578324"	"31.423371571206342"	"30.905273109629796"	"32.71383173359164"	"29.930158999069505"	"31.191288297830482"	"31.25760474484448"	"31.537464723476855"	"30.59273383683896"	"0.188833166830342"	"0.315971612763621"	"3"	"4"	"5"	"0.759051512009755"	"-0.15249339763094127"	"-0.9115449096406962"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29975-MONOMER	"jgi|Yarlip1|81810|e_gw1.1.1076.1"	"jgi|Yarlip1|81810|e_gw1.1.1076.1"	"Q6CEQ3"	"YALI0B13904p"	"RNA secondary structure unwinding [GO:0010501]"	"cytoplasm [GO:0005737]; nucleolus [GO:0005730]"	"ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; nucleic acid binding [GO:0003676]"	"24.29221377178439"		"28.15928076941317"					"25.847280669472198"				"26.932807852946492"				"2"	"1"	"1"	"-0.3784666011265827"	"0.7070605823477116"	"1.0855271834742943"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30624-MONOMER	"jgi|Yarlip1|127614|fgenesh1_kg.8_#_252_#_TRINITY_DN2365_c0_g2_i1"	"jgi|Yarlip1|127614|fgenesh1_kg.8_#_252_#_TRINITY_DN2365_c0_g2_i1"	"Q6CHU2"	"YALI0A04961p"	"spliceosomal complex assembly [GO:0000245]; spliceosomal snRNP assembly [GO:0000387]"	"catalytic step 2 spliceosome [GO:0071013]; commitment complex [GO:0000243]; cytosol [GO:0005829]; pICln-Sm protein complex [GO:0034715]; precatalytic spliceosome [GO:0071011]; prespliceosome [GO:0071010]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]"	"mRNA binding [GO:0003729]; RNA binding [GO:0003723]"	"32.727926623210756"	"32.70360884838931"	"32.9691309659432"	"31.888946351191564"	"31.062396503469305"	"31.055941942943385"	"32.36567471584409"	"31.86758807792181"	"32.551421716715346"	"31.83283900381215"	"32.19598184618284"	"31.394096403265525"	"32.53007707519837"	"0.0759529640661701"	"0.230078386311066"	"4"	"4"	"5"	"-0.9845028871390546"	"-0.4715199881488559"	"0.5129828989901988"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30630-MONOMER	"jgi|Yarlip1|127623|fgenesh1_kg.8_#_261_#_TRINITY_DN7215_c0_g1_i1"	"jgi|Yarlip1|127623|fgenesh1_kg.8_#_261_#_TRINITY_DN7215_c0_g1_i1"	"Q6CHT8"	"YALI0A05115p"	"0"	"integral component of membrane [GO:0016021]"	"0"					"24.731691922150702"											"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30631-MONOMER	"jgi|Yarlip1|127625|fgenesh1_kg.8_#_263_#_TRINITY_DN2754_c0_g1_i1"	"jgi|Yarlip1|127625|fgenesh1_kg.8_#_263_#_TRINITY_DN2754_c0_g1_i1"	"Q6CHT7"	"Cytochrome c oxidase assembly factor 3, mitochondrial"	"0"	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]"	"0"	"32.00718141929335"	"31.786242191188112"	"31.116629814563865"	"30.841761558519035"	"32.073835207959874"	"30.895042693299064"	"30.734004154186078"	"31.145766246037084"	"31.405578652884362"	"30.71824660321483"	"31.26007520981084"	"30.850208231160003"	"30.83062332551859"	"0.453149323218729"	"0.428907814005094"	"4"	"4"	"5"	"-0.22579167052056803"	"-0.42500734137336593"	"-0.1992156708527979"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29387-MONOMER	"jgi|Yarlip1|121035|fgenesh1_kg.1_#_17_#_TRINITY_DN4789_c0_g1_i1"	"jgi|Yarlip1|121035|fgenesh1_kg.1_#_17_#_TRINITY_DN4789_c0_g1_i1"	"Q6CG66"	"YALI0B00462p"	"0"	"0"	"catalytic activity [GO:0003824]"	"32.88875950660965"	"33.38422757475347"	"35.05526899331337"	"31.791486884567306"	"32.28502309282995"	"31.893275451472253"	"32.48585474943698"	"34.93800151343741"	"31.617335744435827"	"31.82474304337059"	"33.66039892774725"	"31.202266859586572"	"32.30597567815058"	"0.379612099297337"	"0.406081281375458"	"4"	"4"	"5"	"-0.3793970380168048"	"-1.1577916891527806"	"-0.7783946511359758"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25847-MONOMER	"jgi|Yarlip1|126339|fgenesh1_kg.6_#_170_#_TRINITY_DN5111_c0_g1_i1"	"jgi|Yarlip1|126339|fgenesh1_kg.6_#_170_#_TRINITY_DN5111_c0_g1_i1"	"Q6C2U2"	"YALI0F05148p"	"0"	"integral component of membrane [GO:0016021]"	"fatty-acyl-CoA binding [GO:0000062]"		"30.45062487586647"	"26.90907747386431"	"29.145183172068897"	"27.151511483278302"	"27.465365495624017"	"28.818271123135055"	"30.37068260167669"				"26.885764879711047"				"3"	"4"	"1"	"-0.3835041646713755"	"-1.9491969608888446"	"-1.5656927962174692"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30640-MONOMER	"jgi|Yarlip1|127635|fgenesh1_kg.8_#_273_#_TRINITY_DN3315_c0_g1_i1"	"jgi|Yarlip1|127635|fgenesh1_kg.8_#_273_#_TRINITY_DN3315_c0_g1_i1"	"Q6CHS8"	"Serine/threonine-protein phosphatase (EC 3.1.3.16)"	"0"	"0"	"phosphoprotein phosphatase activity [GO:0004721]"										"30.229974867745902"						"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29324-MONOMER	"jgi|Yarlip1|117244|estExt_Genewise1Plus.C_110380"	"jgi|Yarlip1|117244|estExt_Genewise1Plus.C_110380"	"Q6CAY0"	"YALI0C23452p"	"0"	"0"	"0"			"34.570796209671094"	"35.15300464676945"		"35.00545907767239"	"34.149829068121484"	"34.27953589963131"	"35.51582645706874"	"35.559387408081186"	"35.98890460331967"	"35.83323686147433"	"36.26337775498426"			"2"	"3"	"5"	"-0.3836257464118802"	"0.9702461887653655"	"1.3538719351772457"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"94.61"	"94.61"
G1FV3-30646-MONOMER	"jgi|Yarlip1|127646|fgenesh1_kg.8_#_284_#_TRINITY_DN3000_c0_g1_i1"	"jgi|Yarlip1|127646|fgenesh1_kg.8_#_284_#_TRINITY_DN3000_c0_g1_i1"	"Q6CHS4"	"YALI0A05533p"	"0"	"0"	"serine-type endopeptidase activity [GO:0004252]"											"24.052998478273135"					"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24891-MONOMER	"jgi|Yarlip1|7599|CE7598_6104"	"jgi|Yarlip1|7599|CE7598_6104"	"Q6C5A6"	"YALI0E19657p"	"0"	"cytosol [GO:0005829]; nucleus [GO:0005634]"	"glyoxylate reductase (NADP) activity [GO:0030267]; hydroxypyruvate reductase activity [GO:0016618]; NAD binding [GO:0051287]; protein homodimerization activity [GO:0042803]; transcription corepressor activity [GO:0003714]"	"33.1192396767011"	"33.74413544217269"	"34.404037301717025"	"33.48975606950277"	"32.79508216382908"	"32.81074207824816"	"33.62017644764029"	"33.99359707812127"	"31.742193139398836"	"32.86634010298029"	"32.12760198857968"	"32.878321905615046"	"31.554808566567388"	"0.010378079012433"	"0.132273400927425"	"4"	"4"	"5"	"-0.3843926805636997"	"-1.455438981895142"	"-1.0710463013314424"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30648-MONOMER	"jgi|Yarlip1|127650|fgenesh1_kg.8_#_288_#_TRINITY_DN2893_c1_g5_i1"	"jgi|Yarlip1|127650|fgenesh1_kg.8_#_288_#_TRINITY_DN2893_c1_g5_i1"	"Q6CHS2"	"YALI0A05577p"	"0"	"integral component of membrane [GO:0016021]"	"0"					"30.11309356745028"					"31.434996815916147"						"0"	"1"	"1"			"1.3219032484658655"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-29614-MONOMER	"jgi|Yarlip1|121424|fgenesh1_kg.1_#_406_#_TRINITY_DN3005_c0_g1_i1"	"jgi|Yarlip1|121424|fgenesh1_kg.1_#_406_#_TRINITY_DN3005_c0_g1_i1"	"Q6CFM1"	"Trafficking protein particle complex subunit"	"Golgi vesicle transport [GO:0048193]"	"TRAPP complex [GO:0030008]"	"0"	"31.80064955166782"	"30.3930070885109"	"31.452497067044167"	"31.590708220545444"	"30.121146070229294"	"31.059156712540176"	"31.15059789688917"	"31.36298050775624"	"28.41235877041999"	"30.503388511749407"	"30.05965313649742"	"30.374731769239446"	"27.81921568416371"	"0.0242527802326433"	"0.158758325924211"	"4"	"4"	"5"	"-0.38574518508836064"	"-1.8753459075280858"	"-1.4896007224397252"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30681-MONOMER	"jgi|Yarlip1|127678|fgenesh1_kg.8_#_316_#_TRINITY_DN6431_c0_g1_i1"	"jgi|Yarlip1|127678|fgenesh1_kg.8_#_316_#_TRINITY_DN6431_c0_g1_i1"	"Q6CHQ3"	"YALI0A06479p"	"ribosomal large subunit assembly [GO:0000027]"	"nucleolus [GO:0005730]; ribosome [GO:0005840]"	"0"	"31.570929177081116"	"29.369692969103358"	"28.975831528626095"	"29.996499909336563"	"28.70272786488103"	"29.133452332242378"	"31.00777623622924"	"30.81099865846748"	"29.56145517317775"	"29.7602588532294"	"29.250653558748624"	"30.437707520317375"	"28.439272047340683"	"0.733208054986115"	"0.52048847029265"	"4"	"4"	"5"	"-0.06449962308175117"	"-0.48836896547401665"	"-0.4238693423922655"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-30682-MONOMER	"jgi|Yarlip1|127679|fgenesh1_kg.8_#_317_#_TRINITY_DN10838_c0_g1_i1"	"jgi|Yarlip1|127679|fgenesh1_kg.8_#_317_#_TRINITY_DN10838_c0_g1_i1"	"Q6CHQ2"	"YALI0A06501p"	"translation [GO:0006412]"	"ribosome [GO:0005840]"	"structural constituent of ribosome [GO:0003735]"	"33.56674591772195"	"33.5886201179686"	"33.70740443357479"	"34.57018854190177"	"34.27144292304806"	"34.388991774355084"	"33.8579863280625"	"34.39803580331836"	"34.12825836441505"	"34.60878966621218"	"34.14061399455696"	"34.60287012524085"	"34.232029813923965"	"0.135424335054245"	"0.280342864600431"	"4"	"4"	"5"	"0.3708744544042233"	"0.48427264007802506"	"0.11339818567380178"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
